id,title,brief,url,img_src,message
94,美国防部取消与微软100亿美元合约后 贝佐斯身价飙新高,当地时间6日，美国电商巨头亚马逊公司才换了首席执行官，就迎来一个好消息：美国国防部宣布，取消2019年亚马逊没拿下、竞争对手微软赢走的100亿美元云项目合同，称这份合同已不能满足其需求。,https://news.cctv.com/2021/07/07/ARTIora8S3QR27mKD4Mv0lLP210707.shtml,https://p2.img.cctvpic.com/photoworkspace/2021/07/07/2021070710445037331.jpg,中新网7月7日电综合报道，当地时间6日，美国电商巨头亚马逊公司才换了首席执行官，就迎来一个好消息：美国国防部宣布，取消2019年亚马逊没拿下、竞争对手微软赢走的100亿美元云项目合同，称这份合同已不能满足其需求。亚马逊股价应声上涨，该公司创始人贝佐斯的个人财富也创下新高。据报道，美国国防部在一份声明中称：“由于不断变化的需求、云技术的发展和行业的进步，联合企业国防基建(JEDI)合同已不能满足我部需求。”美国国防部表示，决定用一份将由多家企业联合实施的“联合作战人员云能力”(JWCC)合同取代JEDI合同。据财经网站MarketWatch分析，国防部这份合约授予微软之前，外界普遍看好亚马逊能脱颖而出。亚马逊后来告上法院，质疑评选过程有政治偏见，指美国前总统特朗普因为讨厌拥有《华盛顿邮报》的贝佐斯，施压国防部把订单给微软。图为亚马逊公司创始人贝佐斯。当天，消息公布后，亚马逊股价应声上涨4.7%，该公司市值因此来到1.85万亿美元。与此同时，根据彭博亿万富豪指数，亚马逊公司创始人贝佐斯的个人净资产，也在一天内大增84亿美元，至2110亿美元。此前一天，贝佐斯正式卸任该公司首席执行官(CEO)一职。但仍然拥有公司约11%的股份，并担任执行董事长。微软当天则发文表示，“很明显国防部信任微软和微软的技术”，相信能在国防部为新项目选择合作伙伴时，继续取得成功。
95,美国佛州塌楼事故曝光多重安全漏洞,这是美国历史上最严重的非人为蓄意攻击导致的建筑物垮塌事故之一。搜救时间这么长，规模这么大，为何进展这么少？事发前曾有多重值得警惕的讯号，为何没能阻止悲剧发生？哪些环节还可能存在安全漏洞？,https://news.cctv.com/2021/07/07/ARTIbQInblgGUB7xYt5PvqZJ210707.shtml,https://p2.img.cctvpic.com/photoworkspace/2021/07/07/2021070710424480617.jpg,对美国佛罗里达州住宅楼坍塌事故的搜救工作已进入第12天，确认死亡人数升至28人，仍有117人失联。为防范恶劣天气可能带来的安全隐患，市政当局以定点有限爆破的方式拆除了大楼未坍塌的部分。这是美国历史上最严重的非人为蓄意攻击导致的建筑物垮塌事故之一。搜救时间这么长，规模这么大，为何进展这么少？事发前曾有多重值得警惕的讯号，为何没能阻止悲剧发生？哪些环节还可能存在安全漏洞？为何搜救难？“大饼式垮塌”是主因这次搜救规模颇大，数百名救援人员接力工作，但救援进展一直显得缓慢而困难，其间又因火情、恶劣天气、拆除工作等因素多次暂停。尽管许多失联者家属仍在渴望“奇迹”，但找到幸存者的希望已然渺茫。究其主要原因，美媒援引建筑专家分析说，这栋住宅楼遭遇的是“渐进坍塌”，又称“大饼式垮塌”，即坍塌从建筑物底部开始，底层承重结构受损后不再起到支撑作用，楼层自上而下垂直垮塌，一层压一层。一方面，这种坍塌给受害者留下的生存空间极为有限，加上事故发生在凌晨1时30分左右，多数住户正在睡梦中，更难及时逃生。另一方面，这种坍塌也使得救援困难重重，大块混凝土在挪动时容易碎裂，清理瓦砾需处处小心避免引发新的坍塌，而且搜救初期废墟内还多处起火。有关这起事故的调查尚处于初步阶段，预计将至少历时数月。哪里出了问题？设计、施工、维修、监管或存漏洞从美媒目前披露的情况看，这栋楼龄40年的住宅楼事发前已现多重预警，在设计、施工、维修、监管等建筑环节都可能存在安全漏洞。第一，设计可能存在严重缺陷。2018年一家结构工程公司的评估报告指出，住宅楼底层泳池区域和相邻车库入口处下面的防水层设计有问题，对相关区域“混凝土结构板造成重大结构性破坏”，地下车库“混凝土柱子、横梁和墙面有大量裂缝和剥落”。报告还说，由于防水层设计的失败，这栋住宅楼泳池及毗连的地下车库和花园的防水材料超过使用寿命，“必须全部拆除和更换”，否则“混凝土的劣化程度将呈指数级增长”。此外，美媒还调查发现，这栋住宅楼在建设时，开发商设法获得小镇当局“特别豁免”，绕过地方法规限高规定，加盖一层可获取更高利润的海景房，使住宅楼增高约2.74米。第二，施工质量可能存在问题。《纽约时报》3日援引建筑工程师的话说，从坍塌现场图像看，住宅楼底部附近关键部位使用的钢筋数量，似乎比最初设计图纸规定的要少。这意味着施工质量可能存在问题。而承建这座住宅楼的建筑公司已倒闭20年，公司老板也于2014年去世。第三，监管环节可能存在缺失。据美国媒体梳理，事发前已频频出现值得警惕的讯号：早在2014年，这栋住宅楼一户与泳池相邻的住户就因墙壁渗水提起诉讼，在获得赔偿后达成和解。事发前不久，这栋住宅楼多名住户投诉在邻近一栋高档公寓施工过程中感到大楼摇晃和墙壁震动，一些建筑碎片不时掉落在泳池里。事发前两天，一名泳池承包商发现大楼地下车库“到处都是积水”，泳池底下的钢筋混凝土板有大量裂缝，裸露的钢筋遭到严重腐蚀。然而，这些预警讯号都没有引起重视。此外，一份2020年10月提交的评估报告摘要指出，住宅楼需要“大规模必要维修”，“变质的混凝土区域似乎已扩及墙体和支撑梁结构”，如剧烈挖掘可能影响邻近混凝土结构稳定性。这份报告当时被转给小镇建设部门官员，但后续跟进情况不明。由于整体维修费用高达数百万美元，业主和住户就成本问题争执不下，直到大楼坍塌时，泳池和车库修缮工作仍未开始。据新华社
96,美国独立日前后140人死于枪支暴力,美国枪支暴力档案网站数据显示，今年7月4日独立日前后，美国至少140人死于枪支暴力事件。,https://news.cctv.com/2021/07/07/ARTINieAWLNr9dxKm0RwWcMg210707.shtml,https://p1.img.cctvpic.com/photoworkspace/2021/07/07/2021070710412040883.jpg,新华社电 美国枪支暴力档案网站数据显示，今年7月4日独立日前后，美国至少140人死于枪支暴力事件。美国商业内幕网站5日援引枪支暴力档案网站数据报道，从3日到5日晚间，美国共发生375起枪击事件，包括18起群体性枪击事件。枪支暴力档案网站对“群体性枪击”的定义为：在一起枪击事件中不含枪手有4人以上中弹。今年独立日前后发生的18起群体性枪击事件导致至少18人身亡，71人受伤。美国今年独立日恰好是星期日。美国有线电视新闻网报道，芝加哥市总警监戴维·布朗节前曾提醒说，警方“今年最具挑战性的周末”是独立日所在周末。芝加哥市警方数据显示，从2日傍晚6时至5日早晨6时，芝加哥市共83人遭遇枪击，其中14人死亡，包括一名伊利诺伊州陆军国民警卫队成员。纽约市警方说，该市2日、3日、4日共计发生21起枪击事件，受害者共计26人。独立日当天，纽约市发生12起枪击事件，受害者13名，高于去年同日的8起枪案和8名受害者。
97,阿联酋与沙特罕见吵翻 OPEC+增产协议搁浅,石油输出国组织（欧佩克）秘书长穆罕默德·巴尔金多5日宣布，原定当天重新召开的第18次欧佩克与非欧佩克伙伴国(OPEC+)部长级会议取消，新日期待定。,https://news.cctv.com/2021/07/07/ARTI3JUiwJnXgqVcRKYvoUwh210707.shtml,https://p3.img.cctvpic.com/photoworkspace/2021/07/07/2021070710392844334.jpg,石油输出国组织（欧佩克）秘书长穆罕默德·巴尔金多5日宣布，原定当天重新召开的第18次欧佩克与非欧佩克伙伴国(OPEC+)部长级会议取消，新日期待定。国际油价应声上涨，继续迈向每桶80美元。市场担心，OPEC+在增产议题上的分歧，迅速演变为沙特阿拉伯与阿拉伯联合酋长国之间不同寻常的公开争吵，甚至可能引爆又一场“价格战”。供应吃紧路透社援引多名OPEC+消息人士的话报道，阿联酋拒绝关于OPEC+现有产量限制延期8个月的提议。这意味着增产协议搁浅，部长级会议继而取消。消息传出，8月份交货的美国纽约西得克萨斯原油期货价格上涨1.60%，升至每桶76.36美元；9月份交货的英国伦敦北海布伦特原油期货价格两年多来首次突破每桶77美元，盘中最高升至77.26美元。谈判破裂的直接后果是，如果OPEC+8月份不像预期那样增产，在全球经济从新冠疫情中复苏之际，市场将面临原油供应紧张局面。巴尔金多上周预计，下半年全球原油需求将比上半年多每日500万桶。国际油价正处于2018年以来的高位，市场担心这会加大通货膨胀对经济的压力。瑞士银行大宗商品分析师乔瓦尼·斯陶诺沃说，石油市场目前供不应求，且供应增长慢于需求增长，如果OPEC+继续实施当前限产政策，可能推高油价。市场担忧彭博社报道，沙特和阿联酋去年12月因石油政策产生摩擦，阿联酋甚至萌生退出OPEC的想法，不过双方最终“停火”。但这次谈判破裂对OPEC+而言可谓相当严重。受新冠疫情冲击需求影响，OPEC+去年年初达成协议，每日减产将近1000万桶，相当于全球产量10%。这一限制后来逐渐放松，每日减产幅度降低至大约580万桶。随着全球经济复苏，OPEC+采取保守、缓慢的增产策略，这令阿联酋不满。消息人士说，阿联酋2日接受沙特及其他OPEC+成员的提议，同意今年8月到12月将产量逐步提高，最终增产幅度为每日大约200万桶，但拒绝将现有产量限制到期时间从明年4月1日延长至年底且不调整各国基准产量。阿联酋为提高产能已经投入数以十亿计美元。可按照目前的限制，阿联酋基准产量为每日320万桶，大约三分之一产能“坐板凳”，且比例高于其他OPEC+国家。沙特国民银行高级经济学家阿米尔·汗认为，阿联酋希望尽快将石油储量和产能“变现”，而沙特更寻求油价稳定，以支撑国内大型建设项目。“我们不想要价格战，”伊拉克石油部长伊赫桑·阿卜杜勒·贾巴尔说，“我们不希望油价超出当前水平。”他希望今后10天能够决定OPEC+会商新日期。竞争加剧沙特国民银行高级经济学家阿米尔·汗说：“OPEC目前的僵局显示，阿联酋正寻求在更广泛领域维护自己的经济和国家利益，不惜直面沙特。”经济学家普遍认为，沙特想在商业、贸易和旅游业领域真正挑战阿联酋的地区中心地位，还需要时间。尽管如此，这种经济利益上的分歧开始传导到政治、外交等领域。阿联酋在一些地区事务上不愿与沙特共同进退。阿联酋政治分析师阿卜杜勒—哈利克·阿卜杜拉说，作为阿拉伯国家最大的两个经济体，沙特和阿联酋的经济竞争正在逐渐凸显并且注定会加剧。据新华社
98,澳大利亚新南威尔士州延长封锁措施一周,7月7日，根据澳大利亚新南威尔士州政府新闻发布会消息，该州新增新冠肺炎确诊病例28例，其中本土感染病例27例，境外输入病例1例。,https://news.cctv.com/2021/07/07/ARTISq8gf51u55tvtd5pI7F5210707.shtml,https://p5.img.cctvpic.com/photoworkspace/2021/07/07/2021070710321791962.png,7月7日，根据澳大利亚新南威尔士州政府新闻发布会消息，该州新增新冠肺炎确诊病例28例，其中本土感染病例27例，境外输入病例1例。由于新增病例持续出现，新南威尔士州州长贝雷吉克利安表示，该州现行的“封城”措施延长一周至7月16日。这意味着悉尼市区及郊区等地居民在此期间，没有必要理由不得出门。（总台记者王聪）
99,俄罗斯载28人失事飞机找到6具遗体 家属获赔金额公布,俄新社7日报道称，当地时间6日，俄罗斯一架载有28人的安-26飞机在俄远东堪察加附近海域坠毁，机上乘客和机组人员全部遇难。据俄紧急情况部门消息人士透露，救援人员已搜寻到6具遇难者遗体。,https://news.cctv.com/2021/07/07/ARTIRkkh38YzuAxOkQtBj92u210707.shtml,https://p5.img.cctvpic.com/photoworkspace/2021/07/07/2021070710171188022.jpg,俄坠机事故现场截图俄新社7日报道称，当地时间6日，俄罗斯一架载有28人的安-26飞机在俄远东堪察加附近海域坠毁，机上乘客和机组人员全部遇难。据俄紧急情况部门消息人士透露，救援人员已搜寻到6具遇难者遗体。这名消息人士透露，这6具遇难者遗体是在堪察加地区一个村子找到的，搜救工作仍在继续。堪察加边疆区行政长官弗拉基米尔·索洛多夫宣布，该地区将举行为期3天的哀悼。俄新社报道称，堪察加边疆区将向遇难者家属发放50万卢布（约合4.3万元人民币）的赔偿金。此外，遇难者家属还将获得200万卢布（约合17.4万元人民币）的保险费及机场给予的100万卢布（约合8.7万元人民币），累计350万卢布（约合30.4万元人民币）。当地时间6日，俄罗斯一架安-26飞机从彼得罗巴甫洛夫斯克飞往巴拉纳，机上有22名乘客和6名机组人员，共计28人。当地紧急情况部门表示，飞机坠毁的原因可能是天气情况恶劣且飞行员操作失误。（海外网张琪）
100,驳斥“实验室泄漏论”，24位国际专家《柳叶刀》发文再挺中国同仁,“科学，而非猜测，才是找到人感染新冠病毒途径的关键”——7月5日，24位国际知名医学专家在权威医学杂志《柳叶刀》上发表联合声明，驳斥美国一些政客推动所谓新冠病毒“实验室泄漏论”，表示“目前没有科学证据支持新冠病毒从中国实验室泄漏...,https://news.cctv.com/2021/07/07/ARTIXk5fuNEBFaCPeh2D7red210707.shtml,https://p5.img.cctvpic.com/photoworkspace/2021/07/07/2021070710140486621.jpg,【环球时报综合报道】“科学，而非猜测，才是找到人感染新冠病毒途径的关键”——7月5日，24位国际知名医学专家在权威医学杂志《柳叶刀》上发表联合声明，驳斥美国一些政客推动所谓新冠病毒“实验室泄漏论”，表示“目前没有科学证据支持新冠病毒从中国实验室泄漏的理论，最近的同行评审研究强烈表明该病毒是在自然界进化的”。声明同时重申对中国同行的支持。2020年2月19日，正是这些专家在《柳叶刀》上发表联合声明，支持正在抗击新冠肺炎疫情的中国科研、卫生和医务工作者，强烈谴责网络上流传的关于新冠病毒的阴谋论。“2020年2月19日，我们齐聚一堂，向中国的专业同仁表示声援。当时有人对新冠疫情的来源以及我们同行的诚信提出了未经证实的指控。”5日的声明称，“最近，我们中的许多人收到询问，我们是否仍然支持2020年初所说的话。答案很明确：我们重申声援当时面对疫情的中国同行，以及冒着个人风险与这种病毒持续斗争、筋疲力尽的世界各地卫生专业人员，我们的尊重和感激只会随着时间的推移而增长。”“没有科学证据支持新冠病毒实验室泄漏理论”。《华盛顿邮报》称，这24位医学专家在声明中表示，他们最初发表声明的另一个目的，是想表达一个观点，即新冠病毒最有可能起源于自然界，而不是实验室。现在，他们仍然支持这一观点，“来自新的、可信的和同行评审的科学文献中的最强线索表明，新冠病毒是在自然界中进化的，关于实验室泄漏的意见仍然没有科学验证的证据在同行评审的科学期刊直接支持。”声明称，“指控和猜测无济于事”，“相互指责没有也不会鼓励国际合作与协作”，“现在是时候停止激烈言辞，并打开科学探究的光芒”。声明最后还澄清了参与联署的24位医学专家中一些人受到“与中国有利益关系”的质疑，尤其是“生态健康联盟”主席彼得·达扎克。自新冠疫情暴发以来，一些坚持科学、反对“实验室泄漏”等阴谋论的科学家受到多方压力。中国外交部发言人赵立坚6日表示，中方多次强调，溯源是科学问题，应由全球科学家合作开展有关工作。一段时间以来，我们遗憾地看到，一些科学家秉持客观公正立场和科学精神进行溯源研究，却遭遇到政治压力、谩骂甚至威胁。公开反对“实验室泄漏”阴谋论的美籍病毒学家拉斯姆森不断遭到网络暴力、骚扰甚至人身威胁；曾在武汉病毒研究所工作并以亲身经历驳斥“实验室泄漏论”的澳籍科学家安德森频遭恶意辱骂和恫吓；诺贝尔奖得主、澳籍免疫学家多尔蒂表示，科学家只要与阴谋论虚构的论调相矛盾，就会被冠以“极左”标签，甚至遭到诽谤。“上述事实让我们越来越清楚地看到，美国等个别国家所谓的溯源研究，实际上就是在搞政治操弄，为了甩锅推责、抹黑中国无所不用其极，甚至不惜将黑手伸向科学领域，对科学家搞起党同伐异的噤声运动。”赵立坚说，这些国家总是自诩为“民主灯塔”“人权模范”，一贯到处指指点点，动不动就指责他国胁迫压制、侵犯自由。然而，对这种明目张胆威胁人身和损害名誉的行径，他们却默许、纵容甚至煽动。这只能说明他们的自我标榜并不真实，只能说明他们的阴谋图谋不能见光，只能说明他们为政治私利可以不顾一切。（于文张继丹）
101,英专家斥政府“解封”是“玩火” 民众哀叹“我们完了”,当地时间7月5日，英国首相鲍里斯·约翰逊在首相府新闻发布会上公布了下一阶段的一系列解封措施。,https://news.cctv.com/2021/07/07/ARTIsh0bS7BeHZvUmSps34BG210707.shtml,https://p2.img.cctvpic.com/photoworkspace/2021/07/07/2021070710054992505.png,当地时间7月5日，英国首相鲍里斯·约翰逊在首相府新闻发布会上公布了下一阶段的一系列解封措施。措施包括：英格兰地区室内室外的聚会人数限制取消；酒吧重新开放；强制保持一米社交距离的规定被取消；不强制戴口罩，在家工作的规定取消等。政府将在一周后评估这些措施，最终决定是否从本月19日开始实施。英国卫生大臣赛义德·贾维德6日宣布，自8月16日起，英格兰地区完成两剂疫苗接种的人“即使接触过新冠肺炎确诊患者”也无需再进行自我隔离。当地时间7月6日，英国新增新冠肺炎确诊病例28773例，累计确诊4958868例，面对政府的“解封”计划，不少英国专家和民众对政府此举感到迷惑不解。有英国专家指出，英国政府这是在“玩火”、在“豪赌”，还有英国网友绝望地哀叹：我们完了。
102,俄罗斯失联客机坠毁 28人遇难,据俄罗斯媒体7月6日报道，堪察加航空公司当天失联的客机已在俄东部堪察加边疆区坠毁。,https://photo.cctv.com/2021/07/07/PHOAayvsUHMc5486FwLj0gOh210707.shtml,https://p5.img.cctvpic.com/photoworkspace/2021/07/07/2021070709161617375.jpg,
103,热带风暴“艾尔莎”逼近美国佛罗里达海岸,据美国国家飓风中心当地时间7月6日发布的数据显示，随着热带风暴“艾尔莎”继续向佛罗里达西海岸移动，超过400万居民或将受到影响。,https://photo.cctv.com/2021/07/07/PHOAVE5sXdhsYqopxfgk7HyD210707.shtml,https://p5.img.cctvpic.com/photoworkspace/2021/07/07/2021070709063568587.jpg,
